"code","display_name","brands","countries","categories","ingredients_text","nova_group","nutriscore_grade","ecoscore_grade","energy_kcal_100g","sugars_100g","salt_100g","game_ready","review_status","review_notes","source_dataset","selection_rationale"
"5011157888101","Pure Basmati Rice","Tilda","Australia,Belgium,Germany,United Kingdom,New Zealand","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Meals, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices","basmati rice 98%, rice bran oil","3","b","f","143.0","0.1","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011308000307","Pataks On the Side Lime Pickle","Patak's","Australia, France, New Zealand, en:united-kingdom","Plant-based foods and beverages,Plant-based foods,Pickles,Plant-based pickles,Indian,Indian food","Limes (66%), Rapeseed Oil, Salt, Ground Spices (3%) [Spices, Paprika, MUSTARD), Acid (Acetic Acid), Cracked Yellow MUSTARD Seed (2%), Cracked Fenugreek Seed","3","e","unknown","187.0","2.2","8.9","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011157888316","Tilda Coconut Basmati Rice","Sainsbury's, Tilda","Australia,France,United Kingdom,New Zealand","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices,Aromatic rices,Long grain rices","Natural Basmati Rice - Steamed (89%), Coconut Cream (7.5%). Desiccated Coconut (2.3%), Sunflower Oil, Lime Leaf.","3","d","f","163.0","0.4","0.024","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"20083892","lightly salted Rice Cakes","lidl","Australia,Bélgica,Francia,España,Reino Unido","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Products without gluten","99,7% brown rice, 0,3% salt, 
may also contain sesame and soya","3","c","c","357.0","1.43","0.286","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011157888132","Tilda Steamed Brown Basmati Rice","Tilda","Australia, France, New Zealand, en:united-kingdom","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Rices,Aromatic rices,Indica rices,Long grain rices,Brown rices,Basmati rices,Brown Basmati rices","Natural Basmati Rice - Cooked (98%), Rice Bran Oil, Salt.","3","b","f","129.0","0.2","0.03","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5022019560202","Blueberry & Blackcurrant  Cordial","Belvoir Farm","Australia, France, Germany, en:united-kingdom","Beverages and beverages preparations, Beverages, Sweetened beverages","Sugar, water, blueberry juice 10%, blackcurrant juice 9%, blueberry juice from concentrate 7%, citric acid","3","c","unknown","21.0","4.9","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011157120706","Wholegrain Basmati & Quinoa Rice","Tilda","France, New Zealand, en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices, en:brown-rices","Natural Brown Basmati Rice - Steamed (90%), Natural Yellow and Red Quinoa - Steamed (7%), Sunflower Oil, Vegetable Stock Powder (Rice Flour, Salt, Onions, Parsnips, Carrots, Olive Oil, Turmeric, Parsley), Salt. handling","3","c","f","132.0","0.32","0.276","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"6921180820025","Pearl River Bridge Soy Sauce","Pearl River Bridge, guandong pro bio tech","France, Germany, New Zealand, en:united-kingdom","Condiments, Sauces, Soy sauces, fr:Sauces au soja salées, Groceries","Water, Soybeans 29%, Salt, Wheat flour, Preservative: E202","3","e","a","38.0","1.9","17.21","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5018374285577","Italian Original Breadsticks","Tesco","France,Singapore,United Kingdom","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Breadsticks","_Wheat_ Flour, Olive Oil 7%, Yeast, _Barley_ Malt Extract, Salt.","3","d","a","414.0","2.8","1.8","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5052675000224","Classic Butter Chicken Kit","The Spice Tailor","Australia,France,New Zealand,United Kingdom","Condiments, Sauces, Tomato sauces, en:butter-chicken","water, tomato paste (20%), onion (17%), cream (milk), cashew nuts, butter (4%), ginger, garlic, spices (2%), salt, sugar, sunflower oil,","3","d","a","141.0","6.0","1.31","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5052675030009","Keralan Coconut Curry","The Spice Tailor","United Kingdom, en:australia","Condiments, Sauces, Curry sauces, Indian","Water, Coconut Milk Powder (21%), Onion, Garlic, Ginger, Sunflower Oil, Tomato Paste, Ground and Whole Spices, _MUSTARD_ Seeds, Salt, Curry Leaves, Rice Flour, Tamarind Paste, CASHEW _NUTS_ Turmeric Powder, Green Chillies, _MILK_ Powder.","3","d","a","238.0","2.2","0.00325","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5011308000314","Korma spice paste","Patak's","Australia, France, New Zealand, United Kingdom, en:ireland","Condiments,Sauces,Meal sauces,Curry pastes","water, ground spices (12%) [coriander (4%), turmeric, spices, paprika, cumin, fenugreek], rapeseed oil (11%), sugar, oconcentrated tomato purée (5%), salt, maize flour, p ginger purée, garlic purée, 2desiccated coconut (3%), acid (acetic acid), dried ponion, mustard powder, dried coriander leaf,","3","e","unknown","229.0","9.2","4.8","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"9322969000015","Corn Thins Original","Real Foods","Australia,France,New Zealand,United Kingdom","plant-based-foods-and-beverages, plant-based-foods, snacks, salty-snacks, appetizers, corn-thins, da:crackers","maize (99%), vegetable oil, sea salt","3","unknown","b","383.0","0.556","0.653","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"3046920028004","70% chocolate","Lindt & Sprüngli","Australia,Belgium,Canada,Czech Republic,Denmark,Estonia,France,Germany,Hungary,Ireland,Italy,Lebanon,Morocco,Netherlands,Portugal,Serbia,Spain,Switzerland,United Kingdom","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa,Extra fine dark chocolates","Cocoa mass, sugar, cocoa butter, vanilla.","3","e","e","566.0","30.0","0.0975","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"3056440083193","Chipster","Belin, Mondelez","Canada,France,Guadeloupe,Suisse","snacks, salty-snacks, appetizers, da:crackers, puffed-salty-snacks, puffed-salty-snacks-made-from-potato","potato flakes and starch 76,6%, palm oil, salt 3,6%, antioxidant (rosemary extract), turmeric,","3","e","b","472.0","0.7","3.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000157004017","Baked Bean In Tomato Sauce","Heinz","United Kingdom","Plant-based foods and beverages, Plant-based foods, Canned foods, Fruits and vegetables based foods, Canned plant-based foods, Vegetables based foods, Canned vegetables, Prepared vegetables, Baked beans in tomato sauce","Beans (49%), Tomatoes (35%), Water, Sugar, Modified Comflour, Spirit Vinegar, Salt, Spice Extracts, Herb Extract.","3","a","a","71.0","4.7","0.6","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"50457236","Tomato Ketchup","Heinz","Ireland,United Kingdom","Condiments,Sauces,Tomato sauces,Ketchup,Tomato Ketchup,Groceries","tomatoes, spirit vinegar, sugar, salt, spice and herb extracts (contain _celery_), spice","3","c","a","100.0","22.7","0.988","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5059319029702","Rice Krispies","Kellogg’s","United Kingdom, en:ireland","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","(EN) TOASTED RICE CEREAL FORTIFIED WITH VITAMINS AND IRON. INGREDIENTS: Rice, sugar, salt, barley malt extract, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12. For allergens see ingredients highlighted in bold. May contain gluten from other cereals.","3","c","e","389.0","7.9","0.9825","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000127014084","CORN FLAKES 1kg","Kellogg's","France, United Kingdom, en:ireland","en:Plant-based foods and beverages, en:Plant-based foods, en:Breakfasts, en:Cereals and potatoes, en:Cereals and their products, en:Breakfast cereals, en:Flakes, en:Cereal flakes, en:Extruded cereals, en:Extruded flakes, en:Corn flakes","Maize, barley malt extract, sugar, salt, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12","3","d","d","378.0","8.0","1.0825","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"50457366","heinz ketchup","Heinz, Morrisons","France,United Kingdom","Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries","tomatoes(148g per 100g), spirit vinegar, sugar, salt, spice and herb extracts( celery ), spice","3","d","a-plus","102.0","22.8","1.8","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5059319021836","Rice krispies","Kellogg's","en:United Kingdom","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Puffed grains, Puffed cereals","Rice, sugar, salt, barley malt extract, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12.","3","c","d","389.0","7.9","1.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000157146298","Sundried Cherry Tomato & Basil","Heinz","en:gb","Condiments,Sauces,Pasta sauces,Tomato sauces with basil,Tomato sauces,Tomato sauces with onions","Tomato (75%), tomato puree, sundried cherry tomato (6%), onion, extra virgin olive oil, basil (2%), garlic, sea salt, apple juice concentrate, lemon juice concentrate, black pepper.","3","a","b","49.0","4.3","0.72","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"8901058000290","maggi","Nestle","India","Plant-based foods and beverages,Plant-based foods,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles,Instant Noodles with Seasoning","NOODLES: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412). Acidity regulators (501(i) & 500(i)) and Humectant (451(i)). MASALA TASTEMAKER®: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330). Colour (150d), Mineral and Wheat gluten. Allergen Note: Contains Wheat & Nut. May contain Milk, Mustard, Oats And Soy.","4","e","c","384.0","1.86","2.57","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"54491496","diet coke 500ml","Coca-Cola, Diet Coke, The Coca-Cola Company, Tiffin Sandwiches","France, United Kingdom, en:india","Beverages, Carbonated drinks, Artificially sweetened beverages, Sodas, Diet beverages, Colas, Diet sodas, Unsweetened beverages, Diet cola soft drink, Sweetened beverages","csd water, caramel color, aspartame, phosphoric acid, potassium benzoate (to protect taste), natural flavors, citric acid, caffeine, contains phenylalaline 
water gazeifiée, caramel colour e150d, sweeteners : aspartame, acesulfame k, flavourings, natural caffeine, phosphoric acid, citric acid","4","c","not-applicable","0.4","","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0716270001660","Ginger Crystallized In Dark Chocolate","Chocolove","United States, World, en:india","Condiments,Sweet snacks,Confectioneries,Fruits based foods,Herbs and spices,Candied fruits,Ginger,Crystallized ginger,Groceries","dark chocolate (cocoa liquor*, sugar, cocoa butter*, soy lecithin, vanilla), crystallized ginger (ginger, sugar)","4","not-applicable","a-plus","500.0","40.0","0.0","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"8902080000227","Sting Energy","Sting","India","Beverages, Energy drinks, Energy drink with sugar","CARBONATED WATER, SUGAR, ACIDITY REGULATORS (330, 331), SEQUESTERANTS (452(1), 385),TAURINE, CAFFEINE (0.03%), PRESERVATIVES (211, 202), SWEETENERS (955, 950), INOSITOL, VITAMINS PREMIX. CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (129) AND ADDED FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES)","4","e","not-applicable","28.0","6.8","0.1025","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"7622210249661","Bournville Dark Chocolate bar","Cadbury","France,United Kingdom,United States","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Bars, Chocolate candies, Chocolates, Dark chocolates","sugar, cocoa butter, cocoa mass, palm oil, emulsifiers (soya lecithin, e476),skimmed milk powder","4","e","f","523.0","58.0","0.01","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0049000042566","ZERO CALORIE COLA","Coca-Cola","United States","Beverages, Carbonated drinks, Artificially sweetened beverages, Sodas, Diet beverages, Colas, Diet sodas, Diet cola soft drink","carbonated water, caramel color, phosphoric acid, aspartame, potassium benzoate, natural flavors, potassium citrate, acesulfame potassium, caffeine","4","c","not-applicable","0.0","","0.0282","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5059319024479","Coco Pops","Kellogg's","United Kingdom, United States, en:ireland","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Chocolate cereals,Chocolate puffed rice","(EN) CHOCOLATE FLAVOUR TOASTED RICE, FORTIFIED WITH VITAMINS AND MINERALS. INGREDIENTS: Rice, sugar, glucose syrup, fat reduced cocoa powder, salt, cocoa mass, barley malt extract, flavourings, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12. For allergens see ingredients highlighted","4","c","e","386.0","17.0","0.525","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"7501059285118","COFFEE MATE AVELLANA","NESTLE","Mexico, en:united-states","Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Sweetened beverages, es:CREMAS, es:SUSTITUTO DE CREMA, en:instant-beverages","INGREDIENIES: Agua, azúcar, aceite vegetal hidrogenado, jarabe de maiz, caseinato de sodio, saborizantes artificiales, matltodextrina, fosfato de potasio. ésteres de ácido acetil tartárico, dióxido de titanio, ceiulosa microcristalina. mono y diglcéridos de acidos  grasos, carragenina y carboxilmetilcelulosa Contiene: Caseinato de sodio (derivado de la proteína de leche).","4","unknown","unknown","","32.0","0.117","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0021000658831","Cheese Sauce Mix","Kraft Heinz","France,United States,Allemagne,Royaume-Uni","Meals,Pasta dishes,Pastas,Macaroni and cheese","ENRICHED MACARONI (WHEAT FLOUR, DURUM FLOUR, NIACIN, FERROUS SULFATE [IRON], THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), CHEESE SAUCE MIX (WHEY, MILKFAT, SALT, MILK PROTEIN CONCENTRATE, SODIUM TRIPHOSPHATE, TAPIOCA FLOUR, CITRIC ACID, CALCIUM PHOSPHATE, SODIUM PHOSPHATE, LACTIC ACID, PAPRIKA, TURMERIC, ANNATTO, CHEESE CULTURE, ENZYMES)","4","e","unknown","403.0","11.3","2.14","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"7622210286956","Dairymilk buttons","Cadbury","Switzerland,United Kingdom,United States","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Milk chocolates","milk**, sugar, cocoa butter, cocoa mass, vegetable fats (palm, shea), emulsifier (e442), flavourings, **the equivalent of 426 ml of fresh liquid milk in every 227 g of milk chocolate, milk solids 20 % minimum, actual 23 %, cocoa solids 20 % minimum, contains vegetable fats in addition to cocoa butter, we are passionate about our great quality cadbury products,  not completely satisfied? please contact us: freephone 0800 818181 (uk only), mondelez uk, po box 7008, birmingham, b30 2pt, mondelez ireland, freephone 1-800 678708, malahide road, coolock, dublin 5, www,cadbury,co,uk g best before: 23,04,2025 esto air","4","e","e","537.0","56.7","0.25","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0013000006057","TOMATO KETCHUP","HEINZ","Germany,United States","Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries","TOMATO CONCENTRATE FROM RED RIPE TOMATOES, DISTILLED VINEGAR, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, SALT, SPICE, ONION POWDER, NATURAL FLAVORING","4","e","b","118.0","23.5","2.65","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5000137487908","The Original Cracker","Ritz Bakery","United Kingdom, United States","snacks, salty-snacks, sweet-snacks, appetizers, biscuits-and-cakes, biscuits, da:crackers","Wheat flour, sunflower oil 22 %, sugar, glucose-fructose syrup, raising agents (calcium phosphates, ammonium carbonates, sodium carbonates, potassium carbonates), salt, barley malt flour. May contain egg, milk, sesame.","4","d","b","490.0","8.3","1.3","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"7622210496645","Milk Chocolate Large Bar","Toblerone","France, United States, en:united-kingdom","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Chocolates, Milk chocolates, Milk chocolate bar with nougat, Swiss chocolates","sugar, whole milk powder, cocoa butter, cocoa mass, honey (3,0%), milk fat, almonds (1,6%), emulsifier (soya lecithin), egg white, flavouring, milk chocolate: cocoa solids 28% minimum, milk solids 14% minimum,","4","unknown","c","529.0","61.2","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0016000124790","Honey Nut Cheerios","General Mills","United States","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Seeds, Cereals and their products, Breakfast cereals, Cereal grains, extruded cereals","Whole Grain Oats, Sugar, Corn Starch, Honey, Brown Sugar Syrup, Salt, Tripotassium Phosphate, Canola Oil, Natural Almond Flavor, Vitamin E, Calcium Carbonate, Vitamin C, sodium ascorbate, Iron, Zinc, mineral nutrients, niacinamide, Vitamin B6, pyridoxine hydrochloride, Vitamin B1, thiamin mononitrate, Vitamin A, palmitate, Vitamin B2, riboflavin, folic acid, Vitamin B13, Vitamin D3","4","d","d","378.0","32.4","1.42","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"00427920","Black beans in water","Sainsburys","United States, en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Common beans, Canned legumes, Black beans, Canned black beans, Canned common beans, Black-beans-in-water","black beans, water, firming agent: calcium chloride","4","a","a","106.0","0.5","0.02","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0016229001711","Coconut Milk","aroy-d, thai-agri-foods-public-company-limited","France, Germany, Russia, United Kingdom, United States, en:canada","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Dairy substitutes, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Plant-based creams, Plant-based creams for cooking, Coconut milks and creams","COCONUT MILK 99.96%, POLYSORBATE 60","4","e","b","189.0","2.22","0.0417","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0047495013054","Fig Bar Raspberry","Nature's Bakery","France,United States, World","plant-based-foods-and-beverages, plant-based-foods, snacks, sweet-snacks, bars, fr:barres, fr:barres-aux-fruits, snacks-sucrés","Stone ground whole wheat flour, dried cane sugar, fig paste, brown rice syrup, raspberry paste [naturally milled sugar, dried cane sugar, glycerin, rice starch, raspberries, apple powder, natural flavor, pectin, citric acid, locust bean gum, red cabbage e","4","d","unknown","351.0","33.3","0.329","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5057545928783","Tesco Finest Oat And Barley Loaf 800G","Tesco","United States, en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Oat and barley bread","Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Oats (7%), Barley (4%), Oatmeal, Wheat Bran, Yeast, Salt, Wheat Gluten, Spirit Vinegar, Preservative (Calcium Propionate), Emulsifiers (Mono - and Di-Glycerides of Fatty Acids, Mono - and Di-Acetyl Tartaric Acid Esters of Mono - and Di-Glycerides of Fatty Acids), Rapeseed Oil, Flour Treatment Agent (Ascorbic Acid).","4","b","b","257.0","2.95","0.8","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0024463061095","Sriracha Hot Chili Sauce","HUY FONG FOODS, INC.","France,Germany,Mexico,Sweden,Switzerland,United States","gewürzmittel, saucen, scharfe-saucen, en:sriracha-sauces, en:groceries, pl:sriracha","Chilis, Zucker, Knoblauch, Salz, Essigsäure E260, Konservierungsmittel Kaliumsorbat E202, Konservierungsmittel Natriumbisulfit E222, Xanthan E415.","4","unknown","unknown","","","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0705599011610","Power Cakes Flapjack & Waffle Mix Buttermilk","Kodiak","United States","Cooking helpers, Dessert mixes, Pancake mixes, Pancake","Whole grain wheat flour, Whole grain oat flour, wheat protein isolate, whey protein concentrate, brown sugar, milk protein concentrate, buttermilk powder, leavening (monocalcium phosphate, baking soda), sea salt. Contains milk and wheat. Due to processing on shared equipment, may also contain trace amounts of egg, soy, and tree nuts.","4","unknown","unknown","349.0","6.35","1.79","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0037600223324","CREAMY PEANUT BUTTER","SKIPPY","France,United States","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Breakfasts,Fats,Spreads,Nuts and their products,Plant-based spreads,Sweet spreads,Vegetable fats,Oilseed purees,Legume butters,fr:Pâtes à tartiner,Nut butters,Peanut butters","ROASTED PEANUTS SUGAR, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN AND RAPESEED OIL) TO PREVENT SEPARATION, SALT.","4","c","d","594.0","9.38","1.17","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0044000004637","Grahams","Honey Maid","United States","Snacks, Sweet snacks, Biscuits and cakes, Biscuits and crackers, Biscuits, en:appetizers","UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID), GRAHAM FLOUR (WHOLE GRAIN WHEAT FLOUR), SUGAR, SOYBEAN AND/OR CANOLA OIL, HONEY, LEAVENING (BAKING SODA, CALCIUM PHOSPHATE), SALT, SOY LECITHIN, ARTIFICIAL FLAVOR, WHEAT, SOY.","4","d","c","433.0","26.7","1.08","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5060043224585","Low Sugar Maple & Pecan Granola imp","Lizi's","United States, en:united-kingdom","Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis","Wholegrain Oat Flakes (67%), Rapeseed Oil, Nuts (8%) [Pecan Nut Pieces, Walnut Pieces, Almond Pieces], Seeds (6%) [Sunflower, Pumpkin], Desiccated Coconut, Maple Syrup (2%), Chicory Fibre, Natural Flavouring, Sea Salt, Fructose.","4","a","b","478.0","2.4","0.3","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"0037600106252","Peanut Butter","Skippy","France,United States","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters","ROASTED PEANUTS, SUGAR, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN AND RAPESEED OIL) TO PREVENT SEPARATION, SALT.","4","c","d","594.0","9.38","1.17","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
"5054775347735","White Folded Flatbreads","Tesco","United Kingdom,United States","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, White breads, Wheat breads, Wheat flatbreads, en:special-breads","Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rapeseed Oil, Yeast, Spirit Vinegar, Fermented _Wheat_ Flour, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate, Calcium Phosphate), Salt, Emulsifier (Mono - and Di-Acetyl Tartaric Acid Esters of Mono - and Diglycerides of Fatty Acids), Dried Skimmed _Milk_, Flour Treatment Agent (Ascorbic Acid).","4","unknown","b","303.0","2.57","","false","pending","","Global Food Nutrition Database (Open Food Facts snapshot, 2025-12-10)","English-readable candidate from an India/English-speaking market; manual familiarity review required"
