code,display_name,brands,nova_group,ingredients_text,game_ready,review_status
0024463061095,Sriracha Hot Chili Sauce,"HUY FONG FOODS, INC.",4,"Chilis, Zucker, Knoblauch, Salz, Essigsäure E260, Konservierungsmittel Kaliumsorbat E202, Konservierungsmittel Natriumbisulfit E222, Xanthan E415.",false,pending
0705599011610,Power Cakes Flapjack & Waffle Mix Buttermilk,Kodiak,4,"Whole grain wheat flour, Whole grain oat flour, wheat protein isolate, whey protein concentrate, brown sugar, milk protein concentrate, buttermilk powder, leavening (monocalcium phosphate, baking soda), sea salt. Contains milk and wheat. Due to processing on shared equipment, may also contain trace amounts of egg, soy, and tree nuts.",false,pending
0037600223324,CREAMY PEANUT BUTTER,SKIPPY,4,"ROASTED PEANUTS SUGAR, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN AND RAPESEED OIL) TO PREVENT SEPARATION, SALT.",false,pending
0044000004637,Grahams,Honey Maid,4,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID), GRAHAM FLOUR (WHOLE GRAIN WHEAT FLOUR), SUGAR, SOYBEAN AND/OR CANOLA OIL, HONEY, LEAVENING (BAKING SODA, CALCIUM PHOSPHATE), SALT, SOY LECITHIN, ARTIFICIAL FLAVOR, WHEAT, SOY.",false,pending
5060043224585,Low Sugar Maple & Pecan Granola imp,Lizi's,4,"Wholegrain Oat Flakes (67%), Rapeseed Oil, Nuts (8%) [Pecan Nut Pieces, Walnut Pieces, Almond Pieces], Seeds (6%) [Sunflower, Pumpkin], Desiccated Coconut, Maple Syrup (2%), Chicory Fibre, Natural Flavouring, Sea Salt, Fructose.",false,pending
0037600106252,Peanut Butter,Skippy,4,"ROASTED PEANUTS, SUGAR, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN AND RAPESEED OIL) TO PREVENT SEPARATION, SALT.",false,pending
5054775347735,White Folded Flatbreads,Tesco,4,"Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rapeseed Oil, Yeast, Spirit Vinegar, Fermented _Wheat_ Flour, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate, Calcium Phosphate), Salt, Emulsifier (Mono - and Di-Acetyl Tartaric Acid Esters of Mono - and Diglycerides of Fatty Acids), Dried Skimmed _Milk_, Flour Treatment Agent (Ascorbic Acid).",false,pending
5023528000036,Lancashire oven bottom muffins,Sheldon's,4,"wheat flour (with calcium carbonate, iron, thiamin (b1), niacin (b3)), water, yeast, sugar, salt, vinegar, rapeseed oil, soya flour, palm oil, emulsifier (sodium stearoyl-2-lactylate), preservative (calcium propionate), flour treatment agent: ascorbic acid (vitamin c)",false,pending
0123456789012,Peanut Butter Crunch,"Fleischer, Selbst gemacht, The Wholesome Bar, Uberti",4,"Unbleached enriched wheat flour [flour, barley malt, niacin (vitamin b3), iron, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid (vitamin b9)], water, sugar, yeast, wheat gluten, soybean oil, contains 2% or less of the following: salt, dough conditioners (mono - and diglycerides, sodium stearoyl lactylate, ethoxylated mono - and diglycerides, ascorbic acid), calcium propionate and sorbic acid (to retain freshness), yeast nutrients (calcium carbonate, calcium sulfate, monocalcium phosphate, ammonium sulfate), hydrogenated cottonseed oil, ground turmeric, soy lecithin.",false,pending
0017077102322,KEFIR cultured lowfat milk,Lifeway,4,"Pasteurized lowfat milk, nonfat milk, pectin, vitamin a palmitate, vitamin d3, live and active cultures.",false,pending
0077260062512,"Elegant collection a decadent 16 piece private reserve chocolate assortment, assortment",Russell Stover Candies  Inc.,4,"Sugar, milk ingredients, corn syrup, cocoa butter, cocoa mass, brown sugar, palm kernel oil, water, almonds, hazelnuts, hydrogenated coconut oil, salt, soy lecithin, raspberries, coconut oil, honey, dried egg-white, coffee, flavour, artificial flavour, citric acid, lemon oil, tapioca flour, invertase, colour, baking soda, potassium sorbate, sodium benzoate.",false,pending
0061232201047,Stem ginger oat biscuits,Nairn's,4,"Wholegrain Oats (64%), Brown Sugar, Sustainable Palm Fruit Oil, Stem Ginger (6.3%) (Stem Ginger, Sugar), Dietary Fibre (Oligofructose), Ground Ginger, Partially Inverted Refiners Syrup, Barley Malt Syrup, Raising Agent: Sodium Carbonates, Sea Salt.

May contain traces of milk.",false,pending
0021000612239,original cream cheese,PHILADELPHIA,4,"pasteurized milk and cream, salt, carob bean gum, cheese culture",false,pending
0051500720011,CREAMY PEANUT BUTTER,Jif,4,"roasted peanuts, sugar, molasses, fully hydrogenated vegetable oils (rapeseed and soybean), mono and diglycerides, salt",false,pending
06827465,Protein Waffles buttermilk vanilla,Eggo,4,"Water, enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), sugar, soy protein isolate, whey protein concentrate, vegetable oil (soybean, palm, canola and/or cottonseed), buttermilk, contains 2% or less of leavening (baking soda, sodium aluminum phosphate, monocalcium phosphate), salt, natural flavors, eggs, soy lecithin. Vitamins and Minerals: Iron, vitamin A palmitate, vitamin B6 (pyridoxine hydrochloride), vitamin B12.",false,pending
0096619194261,Ancient Grains Probiotic Granola,Nature's Path Organic,4,"Whole grain rolled oats *, cane sugar *, soy oil *, khorasan wheat, rolled spelt *, almonds, inulin * rice starch *, rolled quinoa *, rolled amaranth *, sea salt, molasses *, cinnamon *, vanilla flavor *, Probiotics (Bacillus coagulans GBI-30 6086), tocopherols (vitamin E). * ORGANIC Contains soy, almonds and wheat Produced in a facility that uses peanuts and other tree nuts.",false,pending
0051500255162,Peanutbutter,Jif,4,"MADE FROM ROASTED PEANUTS AND SUGAR, CONTAINS 2% OR LESS OF: MOLASSES, FULLY HYDROGENATED VEGETABLE OILS (RAPESEED AND SOYBEAN), MONO AND DIGLYCERIDES, SALT.",false,pending
0072250037129,100% Whole Wheat Bread,Nature's Own,4,"WHOLE WHEAT FLOUR, WATER, YEAST, BROWN SUGAR, WHEAT GLUTEN, SALT, CULTURED WHEAT FLOUR, SOYBEAN OIL, VINEGAR, DISTILLED MONOGLYCERIDES, ENZYMES, MONOCALCIUM PHOSPHATE, ASCORBIC ACID, SOY LECITHIN, WHEAT BRAN.",false,pending
11117780,"Dark chocolate covered pretzels with peppermint pieces, peppermint",Nestlé,4,"Dark chocolate coating (sugar, chocolate liquor processed with alkali, cocoa butter, butterfat [milk], soy lecithin, and vanilla), pretzels (unbleached enriched wheat flour [flour, niacin, reduced iron, thiamine mononitrate-b1, riboflavin-b2, folic acid], malt, salt, soybean and/or canola oil, and yeast), peppermint flakes (sugar, corn syrup, vegetable juice concentrate, caramel color, natural peppermint oil).",false,pending
7622210317629,Cheese Triangles,Dairylea,4,"skimmed milk (water, skimmed milk powder), cheese, milk fat, skimmed milk powder, stabilisers (citric acid, sodium carbonate), milk protein, whey powder (from milk), calcium phosphate, inulin, emulsifying salt (triphosphate),",false,pending
0073472001202,Flourless Sprouted Grain Bread,Food for Life,4,"organic sprouted wheat, filtered water, organic sprouted barley, organic sprouted millet, organic malted barley, organic sprouted lentils, organic sprouted soybeans, organic sprouted spelt, fresh yeast,organic wheat gluten, sea salt,",false,pending
20333737,Roasted Cashew-Peanut-Mix Honey & Salt,"Alesto, Lidl",4,"33% cashewnötter, 32 % jordnötter, socker, 3% honung, solrosolja geleringsmedel (gummi arabicum), salt, shea fett",false,pending
0048121102081,Original Muffins,Thomas',4,"enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamin mononitrate [vitamin B1], riboflavin [vitamin B2], folic acid), water, farina, yeast, salt, sugar, calcium propionate, sorbic acid, vegetable oil (soybean), wheat gluten, grain vinegar, soy lecithin, soy, whey",false,pending
0096619336753,Peanut Butter Pretzels,Kirkland Signature,4,"Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Peanut Butter (Valencia Peanuts, Molasses, Mono - and diglycerides), Salt, Soybean Oil, Corn Syrup, Barley Malt Extract.",false,pending
0078895300024,Panda Brand Oyster Flavoured Sauce,Lee Kum Kee,4,"Water, sugar, salt, oyster extract 11% [oysters (molluscs) 90%, water, salt], salt, modified corn starch, flavour enhancer E621, wheat flour, colour E150a",false,pending
0811620020633,High Protein Milk Shake,Core Power,4,"filtered lowfat grade a milk, alkalized cocoa, natural flavors, lactase enzyme, sea salt, acesulfame potassium, carrageenan, cellulose gel, cellulose gum, stevia leaf extract, sucralose, vitamin a palmitate, vitamin d3",false,pending
0034000400126,Creamy Peanut Butter,reese's,4,Peanuts; Sugar; hydrogenated Vegetable Oil [rapeseed Oil; Cottonseed Oil; Soybean Oil]; Salt; Peanut Oil; Monoglycerides; Molasses; Cornstarch.,false,pending
0013764027121,Good Seed Bread,Dave’s Killer Bread,4,"organic whole wheat (organic whole wheat flour, organic cracked whole wheat), water, good seed mix (organic whole flax seeds, organic sunflower seeds, organic ground whole flax seeds, organic un-hulled brown sesame seeds, organic un-hulled black sesame seeds), organic dried cane syrup (sugar), organic wheat gluten, organic oat fiber, organic steel cut oats, organic molasses, sea salt, yeast, organic cultured whole wheat,",false,pending
3664346304863,Chocolate Orange Milk,Terry's,4,"Sugar, cocoa mass, cocoa butter, skimmed milk powder, whey powder (from milk), vegetable fats (palm, shea), milk fat, emulsifiers (soya lecithins, E476), orange oil, flavouring. May contain nuts, wheat. MILK SOLIDS 14 % MINIMUM. COCOA SOLIDS 25% MINIMUM. CONTAINS VEGETABLE FATS IN ADDITION TO COCOA BUTTER. B Rec INSERT",false,pending
0025293600232,Organic Soy Milk: Unsweet,Silk,4,"Organic Soymilk (Filtered Water, Organic Soybeans), Contains 2% or Less of: Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin BIZ), Sea Salt, Gellan Gum, Ascorbic Acid (Vitamin C To Protect Freshness), Natural Flavor.",false,pending
0851770007566,Organic Protein Protein Powder,Orgain,4,"ORGAIN ORGANIC PROTEIN BLEND (PEA PROTEIN, BROWN RICE PROTEIN, CHIA SEED), ORGAIN ORGANIC CREAMER BASE ACACA HIGH OLEIC SUNFLOWER OIL, RICE DEXTRIN, SUNFLOWER LECITHIN, ROSEMARY EXTRACT), ERYTHRITOL, NATURAL FLAVORS, ACACIA ORCAIN ORGANIC 50 SUPERFOODS BLEND MILLET, AMARANTH, BUCKWHEAT, QUINOA CHIA, KALE POWDER, APPLE PULP, CINNAMON, ORGANIC SPROUTS BLEND (AMARANTH SPROUT, QUINOA SPROUT, MILLET SPROUT, BUCKWHEAT SPROUT, GARBANZO BEAN SPROUT, LENTIL SPROUT, ADZUKI SPROUT FLAX SPROUT, SUNFLOWER SPROUT, PUMPKIN SPROUT, CHIA SPROUT, SESAME SPROUT), ORGANIC SUPER VEGGIES, SUPER BERRIES SUPER GRASSES AND SUPER FOODS BLEND (ACAI&quot;, CRANBERRY, WHEAT GRASS, BARLEY GRASS, OAT GRASS, BANANA, MANGO, BEET, CARROT, SPINACH, BROCCOL TOMATO, KALE, CABBAGE, PARSLEY LEAF, BRUSSELS SPROUT, GREEN BELL PEPPER, CUCUMBER, CELERY, GARLIC, GINGER ROOT, GREEN ONION CAULIFLOWER, ASPARAGUS, PINEAPPLE, TURMERIC, STRAWBERRY&quot;, TART CHERRY, BLACKBERRY, BLUEBERRY, RASPBERRY REBA STEVIA EXTRACT, SEA SALT, GUAR GUM, XANTHAN GUM, NATURAL FLAVOR, ORGANIC FOOD BASED VITAMIN C (AMLA FRUIT EXTRACT ORGANIC FOOD BASED VITAMIN BLEND (GUAVA, HOLY BASIL, LEMON EXTRACT), PROBIOTIC (BACILLUS COAGULANS)",false,pending
7614500010617,Toblerone Dark Chocolate with Honey & Almond Nougat,"Mondelez, Toblerone",4,"cocoa mass, sugar, milk fat, honey (3,0 %), almonds (1,6%), cocoa butter, emulsifier (soya lecithin), egg white, chocolate contains: cocoa solids: 50% minimum,",false,pending
